[1, -599][DEBUG] 出怪种子: 0x0D7FA4B1
[1, -599][DEBUG] 阳光: 8000, 快, 0f, SL次数: 0 [17:37]
[1, -599][DEBUG] 阳光: 9990, 快, 150f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9890, 快, 152f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9890, 白, 154f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9990, 白, 156f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9990, 快, 158f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9915, 变, 160f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9940, 变, 162f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9940, 白, 164f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9990, 变, 166f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9840, 变, 168f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9990, 快, 170f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9890, 白, 172f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9990, 快, 174f, SL次数: 0 [17:40]
[1, -599][DEBUG] 阳光: 9990, 白, 176f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9915, 变, 178f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 白, 180f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 快, 182f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9890, 快, 184f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9815, 白, 186f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9890, 快, 188f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 白, 190f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 白, 192f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 白, 194f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 变, 196f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 白, 198f, SL次数: 0 [17:41]
[1, -599][DEBUG] 炮HP={1-5: 300, 2-5: 300, 3-3: 300, 4-3: 300, 5-5: 300, 6-5: 300}
总={变: 26, 快: 33, 慢: 12, 白: 29} 预计 21:19 完成 10k flags (共 222 min)
[1, -599][DEBUG] 出怪种子: 0x0FD7B608
[1, -599][DEBUG] 阳光: 9990, 快, 200f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9840, 变, 202f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 变, 204f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 白, 206f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 白, 208f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9890, 慢, 210f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 变, 212f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 慢, 214f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 白, 216f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9915, 白, 218f, SL次数: 0 [17:41]
[1, -599][DEBUG] 阳光: 9990, 快, 220f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9890, 快, 222f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9915, 白, 224f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9890, 变, 226f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9915, 快, 228f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9915, 变, 230f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9815, 白, 232f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9940, 白, 234f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 白, 236f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 慢, 238f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 慢, 240f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9915, 慢, 242f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9940, 白, 244f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 变, 246f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9965, 白, 248f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 白, 250f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 快, 252f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 变, 254f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9940, 快, 256f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 白, 258f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 快, 260f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9890, 白, 262f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 变, 264f, SL次数: 0 [17:42]
[1, -599][DEBUG] 阳光: 9990, 白, 266f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9915, 慢, 268f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 快, 270f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9890, 白, 272f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9915, 变, 274f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 慢, 276f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9915, 变, 278f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9940, 变, 280f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9940, 白, 282f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 白, 284f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 变, 286f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9915, 变, 288f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 白, 290f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9915, 慢, 292f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 快, 294f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9890, 慢, 296f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 变, 298f, SL次数: 0 [17:43]
[1, -599][DEBUG] 炮HP={1-5: 300, 2-5: 300, 3-3: 300, 4-3: 300, 5-5: 300, 6-5: 300}
总={变: 40, 快: 42, 慢: 21, 白: 47} 预计 21:20 完成 10k flags (共 223 min)
[1, -599][DEBUG] 出怪种子: 0xBCF8E532
[1, -599][DEBUG] 阳光: 9915, 白, 300f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 变, 302f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 变, 304f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 白, 306f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9990, 变, 308f, SL次数: 0 [17:43]
[1, -599][DEBUG] 阳光: 9790, 变, 310f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 快, 312f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9915, 变, 314f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9915, 快, 316f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9890, 慢, 318f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9940, 快, 320f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 变, 322f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9890, 白, 324f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 白, 326f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9890, 慢, 328f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 变, 330f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 白, 332f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9915, 快, 334f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9915, 变, 336f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9940, 快, 338f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9915, 白, 340f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 变, 342f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 慢, 344f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9815, 白, 346f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9915, 快, 348f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 变, 350f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 变, 352f, SL次数: 0 [17:44]
[1, -599][DEBUG] 阳光: 9990, 快, 354f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 快, 356f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 慢, 358f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9915, 快, 360f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 变, 362f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9915, 变, 364f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 白, 366f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9890, 白, 368f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9890, 变, 370f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9915, 慢, 372f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9915, 白, 374f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 白, 376f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 变, 378f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 快, 380f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9890, 快, 382f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 快, 384f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9915, 慢, 386f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 白, 388f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 变, 390f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 慢, 392f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9940, 快, 394f, SL次数: 0 [17:45]
[1, -599][DEBUG] 阳光: 9990, 慢, 396f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 快, 398f, SL次数: 0 [17:46]
[1, -599][DEBUG] 炮HP={1-5: 300, 2-5: 300, 3-3: 300, 4-3: 300, 5-5: 300, 6-5: 300}
总={变: 56, 快: 56, 慢: 29, 白: 59} 预计 21:23 完成 10k flags (共 226 min)
[1, -599][DEBUG] 出怪种子: 0x17AFC745
[1, -599][DEBUG] 阳光: 9890, 快, 400f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9890, 慢, 402f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 慢, 404f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 变, 406f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 快, 408f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9915, 白, 410f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9890, 变, 412f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 快, 414f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 快, 416f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9915, 变, 418f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9940, 白, 420f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 白, 422f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 快, 424f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 慢, 426f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9940, 白, 428f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9915, 慢, 430f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 白, 432f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9990, 快, 434f, SL次数: 0 [17:46]
[1, -599][DEBUG] 阳光: 9915, 白, 436f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 变, 438f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9940, 快, 440f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 白, 442f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9915, 快, 444f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 白, 446f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9915, 快, 448f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9890, 慢, 450f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 白, 452f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 变, 454f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9790, 慢, 456f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 快, 458f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 慢, 460f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9915, 白, 462f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9890, 快, 464f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9915, 变, 466f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9815, 慢, 468f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 快, 470f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 快, 472f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 快, 474f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 慢, 476f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 快, 478f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9890, 慢, 480f, SL次数: 0 [17:47]
[1, -599][DEBUG] 阳光: 9990, 变, 482f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9915, 白, 484f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9990, 慢, 486f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9940, 快, 488f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9815, 变, 490f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9940, 慢, 492f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9990, 变, 494f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9940, 快, 496f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9990, 快, 498f, SL次数: 0 [17:48]
[1, -599][DEBUG] 炮HP={1-5: 300, 2-5: 300, 3-3: 300, 4-3: 300, 5-5: 300, 6-5: 300}
总={变: 65, 快: 74, 慢: 41, 白: 70} 预计 21:24 完成 10k flags (共 227 min)
[1, -599][DEBUG] 出怪种子: 0x8E2A5B38
[1, -599][DEBUG] 阳光: 9990, 快, 500f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9990, 变, 502f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9915, 白, 504f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9915, 慢, 506f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9990, 变, 508f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9990, 慢, 510f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9990, 变, 512f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9915, 变, 514f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9940, 白, 516f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9915, 慢, 518f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9990, 白, 520f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9990, 慢, 522f, SL次数: 0 [17:48]
[1, -599][DEBUG] 阳光: 9940, 快, 524f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9915, 白, 526f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 快, 528f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9915, 慢, 530f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9940, 快, 532f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 白, 534f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 白, 536f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 快, 538f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9890, 变, 540f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9940, 变, 542f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9940, 快, 544f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9915, 快, 546f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 白, 548f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9915, 慢, 550f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9915, 快, 552f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9815, 变, 554f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 白, 556f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9915, 慢, 558f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9915, 白, 560f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 快, 562f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9890, 慢, 564f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 慢, 566f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9915, 快, 568f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 慢, 570f, SL次数: 0 [17:49]
[1, -599][DEBUG] 阳光: 9990, 慢, 572f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9915, 变, 574f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 白, 576f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 变, 578f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9940, 白, 580f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 白, 582f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 快, 584f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9815, 白, 586f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 快, 588f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9890, 慢, 590f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 快, 592f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9915, 慢, 594f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 白, 596f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9915, 白, 598f, SL次数: 0 [17:50]
[1, -599][DEBUG] 炮HP={1-5: 300, 2-5: 300, 3-3: 300, 4-3: 300, 5-5: 300, 6-5: 300}
总={变: 74, 快: 87, 慢: 54, 白: 85} 预计 21:23 完成 10k flags (共 226 min)
[1, -599][DEBUG] 出怪种子: 0x7ABAC0C0
[1, -599][DEBUG] 阳光: 9890, 慢, 600f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9915, 快, 602f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 白, 604f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 白, 606f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 变, 608f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9790, 变, 610f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9915, 快, 612f, SL次数: 0 [17:50]
[1, -599][DEBUG] 阳光: 9990, 快, 614f, SL次数: 0 [17:51]
