[1, -599][DEBUG] 出怪种子: 0x4D8655B8
[1, -599][DEBUG] 阳光: 8000, 快, 0f, SL次数: 0 [14:20]
[1, -599][DEBUG] 阳光: 9715, 白, 112f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 慢, 114f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 变, 116f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9715, 快, 118f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 变, 120f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 慢, 122f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 快, 124f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 慢, 126f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 白, 128f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 白, 130f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 慢, 132f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 快, 134f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 变, 136f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 白, 138f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 变, 140f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 慢, 142f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 白, 144f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 快, 146f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 快, 148f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9840, 快, 150f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9890, 快, 152f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 白, 154f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9865, 变, 156f, SL次数: 0 [14:22]
[1, -599][DEBUG] 阳光: 9915, 慢, 158f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 快, 160f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 白, 162f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 慢, 164f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 白, 166f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 白, 168f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 白, 170f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 白, 172f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 白, 174f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 变, 176f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 慢, 178f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9740, 白, 180f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 慢, 182f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9765, 快, 184f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 白, 186f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 变, 188f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 慢, 190f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 白, 192f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 快, 194f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 慢, 196f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9765, 慢, 198f, SL次数: 0 [14:23]
[1, -599][DEBUG] N: [3-9 17 4-9 0] [慢 11 变 5 白 0 快 1]
总: [慢 24 变 14 白 31 快 31] 预计 16:45 完成 10k flags (共 144 min)
[1, -599][DEBUG] 出怪种子: 0xEEA6C211
[1, -599][DEBUG] 阳光: 9890, 快, 200f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 变, 202f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 快, 204f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 快, 206f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 快, 208f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 快, 210f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 快, 212f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9865, 慢, 214f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9840, 快, 216f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 快, 218f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9890, 变, 220f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9740, 慢, 222f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9915, 慢, 224f, SL次数: 0 [14:23]
[1, -599][DEBUG] 阳光: 9765, 慢, 226f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 白, 228f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 快, 230f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 快, 232f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9890, 快, 234f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9815, 白, 236f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9890, 慢, 238f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9915, 慢, 240f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9740, 白, 242f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9890, 慢, 244f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 快, 246f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 变, 248f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9740, 白, 250f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 白, 252f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 变, 254f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9890, 白, 256f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 慢, 258f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9890, 白, 260f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 快, 262f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 白, 264f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 白, 266f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 快, 268f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 变, 270f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 白, 272f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 慢, 274f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 快, 276f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 白, 278f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9815, 变, 280f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 快, 282f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 变, 284f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 快, 286f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 慢, 288f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9740, 变, 290f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9890, 变, 292f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9840, 白, 294f, SL次数: 0 [14:24]
[1, -599][DEBUG] 阳光: 9865, 变, 296f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 快, 298f, SL次数: 0 [14:25]
[1, -599][DEBUG] N: [3-9 29 4-9 0] [慢 16 变 12 白 0 快 1]
总: [慢 34 变 24 白 43 快 49] 预计 16:43 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x4A57FD48
[1, -599][DEBUG] 阳光: 9840, 白, 300f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 变, 302f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9740, 快, 304f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 白, 306f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 白, 308f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9840, 快, 310f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9815, 慢, 312f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9840, 快, 314f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9865, 变, 316f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 慢, 318f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9840, 快, 320f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 白, 322f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9815, 慢, 324f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9765, 快, 326f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9840, 变, 328f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9740, 慢, 330f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9915, 快, 332f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9815, 白, 334f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 快, 336f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9815, 变, 338f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 白, 340f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9840, 白, 342f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9865, 快, 344f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9840, 慢, 346f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 慢, 348f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9840, 变, 350f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9740, 快, 352f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9865, 白, 354f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9890, 快, 356f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9865, 白, 358f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9840, 变, 360f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9915, 白, 362f, SL次数: 0 [14:25]
[1, -599][DEBUG] 阳光: 9865, 白, 364f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9865, 变, 366f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9840, 变, 368f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9740, 慢, 370f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9715, 变, 372f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9690, 变, 374f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9740, 快, 376f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9815, 白, 378f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9890, 快, 380f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9840, 变, 382f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9865, 变, 384f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9815, 快, 386f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9840, 快, 388f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9840, 变, 390f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9740, 白, 392f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9890, 慢, 394f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9765, 快, 396f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9865, 变, 398f, SL次数: 0 [14:26]
[1, -599][DEBUG] N: [3-9 43 4-9 0] [慢 20 变 22 白 0 快 1]
总: [慢 42 变 38 白 56 快 64] 预计 16:44 完成 10k flags (共 144 min)
[1, -599][DEBUG] 出怪种子: 0x274F0E03
[1, -599][DEBUG] 阳光: 9840, 白, 400f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9740, 白, 402f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9890, 慢, 404f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9840, 变, 406f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9840, 白, 408f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9840, 白, 410f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9840, 白, 412f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9890, 慢, 414f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9865, 白, 416f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9840, 白, 418f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9865, 变, 420f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9915, 变, 422f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9915, 快, 424f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9890, 快, 426f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9865, 快, 428f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9865, 变, 430f, SL次数: 0 [14:26]
[1, -599][DEBUG] 阳光: 9915, 变, 432f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 白, 434f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9815, 变, 436f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9890, 快, 438f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 白, 440f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 白, 442f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9890, 白, 444f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9890, 慢, 446f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 变, 448f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9815, 白, 450f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9890, 快, 452f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9865, 快, 454f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9865, 快, 456f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 白, 458f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 变, 460f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9715, 慢, 462f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9815, 快, 464f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9890, 快, 466f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9865, 变, 468f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9740, 变, 470f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9865, 慢, 472f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9740, 变, 474f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9790, 白, 476f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 白, 478f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 变, 480f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 白, 482f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9890, 慢, 484f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9740, 白, 486f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9840, 快, 488f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9890, 慢, 490f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9865, 慢, 492f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9890, 慢, 494f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9890, 白, 496f, SL次数: 0 [14:27]
[1, -599][DEBUG] 阳光: 9865, 慢, 498f, SL次数: 0 [14:27]
[1, -599][DEBUG] N: [3-9 54 4-9 0] [慢 25 变 27 白 1 快 1]
总: [慢 52 变 50 白 74 快 74] 预计 16:45 完成 10k flags (共 145 min)
[1, -599][DEBUG] 出怪种子: 0xB016DAE4
[1, -599][DEBUG] 阳光: 9890, 快, 500f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9740, 变, 502f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9890, 快, 504f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9840, 白, 506f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 变, 508f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 白, 510f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 快, 512f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 白, 514f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9840, 白, 516f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 变, 518f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9915, 快, 520f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 变, 522f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 快, 524f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9840, 白, 526f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 变, 528f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9740, 变, 530f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9765, 变, 532f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9715, 白, 534f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9840, 白, 536f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9815, 慢, 538f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 慢, 540f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9840, 白, 542f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9840, 慢, 544f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9915, 慢, 546f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9740, 变, 548f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9890, 白, 550f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9840, 白, 552f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 白, 554f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9890, 快, 556f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9840, 白, 558f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 变, 560f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 慢, 562f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9890, 慢, 564f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9915, 慢, 566f, SL次数: 0 [14:28]
[1, -599][DEBUG] 阳光: 9865, 慢, 568f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9890, 快, 570f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9815, 快, 572f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9865, 变, 574f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9815, 快, 576f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 快, 578f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9865, 变, 580f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 快, 582f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9865, 变, 584f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9740, 变, 586f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 变, 588f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 快, 590f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9865, 快, 592f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 白, 594f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9865, 白, 596f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 变, 598f, SL次数: 0 [14:29]
[1, -599][DEBUG] N: [3-9 64 4-9 0] [慢 27 变 34 白 1 快 2]
总: [慢 60 变 65 白 88 快 87] 预计 16:45 完成 10k flags (共 145 min)
[1, -599][DEBUG] 出怪种子: 0xF19002F5
[1, -599][DEBUG] 阳光: 9890, 慢, 600f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 慢, 602f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9865, 变, 604f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 白, 606f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9815, 快, 608f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 慢, 610f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9840, 慢, 612f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9865, 快, 614f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9815, 变, 616f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9740, 变, 618f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9915, 慢, 620f, SL次数: 0 [14:29]
[1, -599][DEBUG] 阳光: 9865, 快, 622f, SL次数: 0 [14:29]
